company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
NEUMORA THERAPEUTICS INC,Biotechnology,neumora-therapeutics.com,Watertown,MA,2472,(857) 760-0900,2019,6,"Joshua Pinto, Paul Berns, Tamara Tompkins","Kari Stefansson, Kristina Burow, Matthew Fust, Robert Nelsen, Stacie Weninger",474356988,474356988,Series D+,08-09-2020,,,,,
NEURABLE INC,Other Technology,neurable.com,Cambridge,MA,2141,(617) 804-5691,2016,9,"Michael Thompson, Ramses Alcaide","Colin Greenspon, Jamie Alders, Michael Thompson",14420456,6000000,Series A,05-11-2019,,,,,
NEURAL ANALYTICS INC,Other Health Care,neural-analytics.com,Los Angeles,CA,90024,(818) 317-4999,2013,12,"Aaron J. Green, Diane Bryant, Leo Petrossian, Leo Petrossian, Ph.D., Mark Hattendorf","Anjan J. Chatterji, Dongmei J. Ji, Jeremy Sohn, Ji Dong Mei, Ken Baker, Kenneth Baker, Nick J. Grouf, Roy Doumani, Stan Rowe, Stanton J. Rowe, Stanton Rowe, Ted J. Koutouzis, Yuri Pikover",111350807,20000000,Series A,07-05-2020,,,,,
NEURAL DYNAMICS TECHNOLOGIES INC,Other Technology,neural-dynamics.com,CAMBRIDGE,MA,02140-3366,(617) 872-6968,,,Ingrid van Welie,,5000000,5000000,Pre-Seed,01-07-2024,,,,,
NEURAL PROPULSION SYSTEMS INC,Other Technology,,SAN RAMON,CA,94582,(415) 530-0930,2018,7,"Allyson Do, Alysson Do, Behrooz Rezvani","Bobby Yazdani, Elizabeth Cross, John Marren",15597889,2999999,Pre-Seed,15-06-2020,,,,,
NEURALA INC,Other,neurala.com,BOSTON,MA,2215,(617) 418-6161,2013,12,"Anatoli Ames Gorchet, Anatoly Ames Gorschechnikov, Anatoly Gorshechnikov, Dan Ames Curtis, Heather Ames Versace, Massimiliano Versace, Roger Ames Matus","Ben Ames Lambert, Bruno Ames Bonnell, Cesare Ames Maifredi, Cesare Maifredi, Heather Ames Versace",27200009,12000000,Seed,21-05-2020,2,0,100,150000,['Lead Research Scientist']
NEURALINK CORP,Biotechnology,neuralink.com,FREMONT,CA,94555,(650) 342-9600,2016,9,"ELON MUSK, Elon Musk, JARED BIRCHALL, Jared Birchall, Max Hodak",,1329609251,649000093,Series D+,30-05-2025,36,0,100,101000,['Microfabrication Engineer']
NEURALMAGIC INC,Other Technology,neuralmagic.com,Somerville,MA,2144,(617) 460-9041,2017,8,"Alexander Matveev, Brian Stevens, Nir Shavit","Brian Stevens, Gil Beyda, Jamie Goldstein",55000000,35000000,Series B,27-09-2021,,,,,
NEURALTUS PHARMACEUTICALS INC,Pharmaceuticals,,SAN BRUNO,CA,94066,(650) 424-1600,,,"John Whelan, Richard Casey","Annette Bianchi, Donald McGovern, James Woody",21938357,21938357,Series A,17-05-2016,,,,,
NEURANA PHARMACEUTICALS INC,Biotechnology,,San Diego,CA,92130,(858) 756-2480,2013,12,"Craig F. Thompson, David F. Hale, Jeffrey Raser, Judy Caron, Kathleen D. Scott, Randall D. Kaye, M.D.","Alex F. Zisson, Brian F. Dorsey, Daniel F. Becker, David F. Hale, David F. Kabakoff, Joshua F. Richardson",137095250,64888250,Series C,03-05-2018,,,,,
NEURELIS INC,Biotechnology,neurelis.com,SAN DIEGO,CA,92121,(858) 531-5859,,,"Craig C. Chambliss, George F. Stuart","Cam C. Garner, Cam L. Garner, David F. Hale, Huaizheng C. Peng, Kevin C. Li, Kevin L. Li, Priyanka F. Belawat, Stephen F. Cartt, Yong C. Zhang, Yong L. Zhang",282967910,120021902,Series D+,26-02-2021,,,,,
NEURELO INC,Other Technology,neurelo.com,LOS ALTOS,CA,94022,(650) 461-6077,2022,3,Chirag Shah,"Gurudeep Kamat, Siddhant Trivedi",4999999,4999999,Seed,12-08-2022,,,,,
NEURENSIC INC,Other Technology,neurensic.com,CHICAGO,IL,60604,(844) 722-2204,2015,10,"David Widerhorn, Tim Geannopulos, Zachary Watts",Paul Giedraitis,7500000,7500000,Pre-Seed,30-11-2015,,,,,
NEURO-KINESIS CORP,Biotechnology,neuro-kinesis.com,INGLEWOOD,CA,90304,(310) 641-2700,,,"Christopher Bissell, Dr. Thomas Chen, MD, PhD, Eli Gang, Frank Adell, Josh Shachar",,6000000,1000000,Pre-Seed,05-06-2020,,,,,
NEURO42 INC,Other Health Care,neuro42.com,SAN FRANCISCO,CA,94105,(480) 241-3211,2020,5,"Abhita Batra, Amit Vohra, Shibu R. Gangadharan","Krishna R. Bhupal, Rahul R. Talwar",43901492,36551492,Series B,04-09-2024,14,0,100,120000,"['MRI Scientist ', 'Biomedical Engineer ', 'Senior Technical Program Manager']"
NEUROBO PHARMACEUTICALS INC,Biotechnology,,CAMBRIDGE,MA,2138,(857) 702-9600,,,"Akash J. Bakshi, Andrew J. Bartynski, Hyung Heon Kim, Marshall H. Woodworth, Nadja J. Mannowetz, Nicola J. Shannon, Richard J. Kang","Andrew I Koven, D. Gordon Strickland, Douglas J. Swirsky, Hyung Heon Kim, James P. Tursi, Jason J. Groves, Jason L. Groves, Jeong Gyun J. Oh, Mark A. Glickman, Michael J. Salsbury, Michael L. Salsbury, Na Yeon J. Kim",58028570,16998224,Series B,23-06-2024,,,,,
NEUROCHAOS SOLUTIONS INC,Biotechnology,,AUSTIN,TX,78733,(512) 426-5772,2012,13,"Patrick Donald Kothe, Vladislav Donald Bukhman",Harvey Donald Ring,1750330,1750330,Pre-Seed,14-08-2014,,,,,
NEURODEX INC,Biotechnology,neurodex.com,NATICK,MA,1760,(607) 937-4811,2018,7,"Erez Eitan, Oded Biran","Gary Magnant, Raphael Nir",2000000,2000000,Pre-Seed,16-08-2022,,,,,
NEUROGAMI MEDICAL INC,Other Health Care,,MOUNTAIN VIEW,CA,94043,(650) 424-1799,2015,10,"Bart Bojanowski, Stephen Hebert, Steve Hebert",Kevin Foley,8615000,2000000,Pre-Seed,18-02-2022,,,,,
NEUROGENE INC,Other,neurogene.com,NEW YORK,NY,10011,(646) 921-0610,2018,7,"Christine Mikail Cvijic, Rachel McMinn","Caroline Mikail Stout, Cory Freedland, Cory Mikail Freedland, Robert Mikail Baffi, Srdjan Mikail Stankovic, Stephen Biggar, Stephen Mikail Biggar",152499966,114999965,Series C,15-12-2020,,,,,
NEUROGUM INC,Other,neurogum.com,LOS ANGELES,CA,90013,(310) 318-4019,2018,7,"Kent Yoshimura, Ryan Chen","Kurt Benjamin, Oggie Kapetanovic, Waynn Wu",8250000,8250000,Series A,01-02-2023,,,,,
NEUROLAMBDA THERAPEUTICS INC,Other Technology,neurolambdatherapeutics.com,Cambridge,MA,2142,(929) 375-5755,2023,2,Sayan Mondal,"Byungchan Kim, Xiaowei Jin",5000000,5000000,Seed,21-06-2024,,,,,
NEUROLENS INC,Biotechnology,neurolens.com,COPPELL,TX,75019,(888) 236-2219,,,"Aric Plumley, Danny Perales, Davis Corley, J. Andy Corley, Pierre Bertrand","Akhilesh Pathipati, Das Narayandas, Davis Corley, J. Andy Corley, Steve Kirby, Tom Finzi, William Link",82642795,67642795,Series C,01-09-2022,,,,,
NEUROLUTIONS INC,Biotechnology,neurolutions.com,VAN NUYS,CA,91406,(747) 226-6633,,,Leo Petrossian,"Amarpreet Sawhney, Fred Khosravi, Kevin Reilly, Stavros Vizirgianakis, Yuanwei Tai",42800000,42800000,Series B,14-02-2025,,,,,
NEUROMOTION INC,Other Technology,neuromotion.com,BOSTON,MA,2114,(888) 978-7495,,,"Craig Lund, Jason Kahn","Allan Fox, Katie Rae-Chu",7000000,7000000,Series A,15-05-2019,,,,,
NEURON DC INC,Other,neuron-dc.com,SAN FRANCISCO,CA,94114,(650) 447-1881,2025,0,"Tom M. De Raedt, Zaid M. Kahn",,20000000,20000000,Seed,10-06-2025,,,,,
NEURON SHIELD 8 LLC,Other Health Care,,PLANO,TX,75093,(817) 919-1120,2015,10,,Dinesh Chandiramani,120000000,120000000,Pre-Seed,04-05-2016,,,,,
NEURON SHIELD 9 LLC,Other Health Care,,PLANO,TX,75093,(817) 919-1120,2015,10,,Dinesh Chandiramani,120000000,120000000,Pre-Seed,29-04-2016,,,,,
NEURON SHIELD MONITORING ASSOCIATES PLLC,Other Health Care,,PLANO,TX,75093,(817) 919-1120,2015,10,,David Masel,80000000,80000000,Pre-Seed,04-05-2016,,,,,
NEURON7AI INC,Other,neuron7ai.com,SANTA CLARA,CA,95054,14088770234,2020,5,Niken Patel,"Abhishek Sharma, Chris Lytle, Vinay Saini, William Binch",44999972,44999972,Series C,27-09-2024,2,0,100,227677,['Head of Engineering']
NEURONA THERAPEUTICS INC,Biotechnology,neuronatherapeutics.com,SOUTH SAN FRANCISCO,CA,94080,(650) 676-4182,,,"Cory Nicholas, James Stutz, Tim Kutzkey","Arnold Kriegstein, Arnold R. Kriegstein, Brad Margus, David Goeddel, Erica Whitaker, Erica Whittaker, Leo Guthart, Leo R. Guthart, Peter Svennilson, Ray Kelleher, Robert R. Tijan, Robert Tjian, Stephen Hauser, Stephen R. Hauser, Tim Kutzkey",477954306,101711423,Series D+,28-03-2025,,,,,
NEUROPACE INC,Other Health Care,neuropace.com,MOUNTAIN VIEW,CA,94043,(650) 237-2700,,,"Frank Fischer, Mike Favet, Rebecca Kuhn","Greg Garfield, Jonathan Silverstein, Joseph Lacob, Mike Favet, Nael Kassar, Ray Larkin, Renee Ryan, Rishi Gupta, Vince Burgess",176385619,96385618,Series C,19-08-2020,,,,,
NEUROPHAGE PHARMACEUTICALS INC,Biotechnology,,CAMBRIDGE,MA,2142,16177145468,,,"Hampus Hillerstrom, Jonathan Solomon","Francois Valencony, John Dee, Kenneth Buckfire, Paul Goldenheim, Peter Smedvig",17093107,17093107,Series A,21-03-2014,,,,,
NEUROPS INC,Other Technology,neurops.io,MOUNTAIN VIEW,CA,94043,(408) 200-8397,2019,6,Pradeep Padala,,4000000,4000000,Seed,02-09-2020,,,,,
NEUROPTICS INC,Other Health Care,neuroptics.com,IRVINE,CA,92612,(949) 250-9792,,,"Kamran Siminou, Willam Worthen",Joseph Kiani,2500000,2500000,Pre-Seed,28-03-2014,,,,,
NEUROQORE INC,Biotechnology,neuroqore.com,MOUNTAIN VIEW,CA,94043,(949) 397-1333,,,"Adrian Chan, Mehran Talebinejad",,1813124,1813124,Pre-Seed,14-07-2025,,,,,
NEURORECOVERY TECHNOLOGIES INC,Other Health Care,neurorecoverytechnologies.com,DANA POINT,CA,92629,(949) 292-9646,2013,12,"John R. Fischer, Nicholas A. Terrafranca, V. Reggie Edgerton","Bradley R. Langdale, Jay R. Shepard, Joel Reggie Burdick",6247526,6247526,Seed,23-11-2016,,,,,
NEUROS MEDICAL INC,Biotechnology,neurosmedical.com,Aliso Viejo,CA,92656,(440) 951-2565,,,"David Veino, Thomas C. Wilder, Zach Stassen","Anthony C. Natale, Casey C. Tansey, Casey Tansey, Fouad Azzam, Joyce C. Erony, Joyce Erony, Marc-Andre C. Marcotte, Marc-Andre Marcotte, William C. Harrington, William Harrington",85000425,64999994,Series C,09-07-2025,,,,,
NEUROSAVE INC,Other Health Care,neurosave.com,SAN FRANCISCO,CA,94107,(617) 230-2012,2010,15,"Andrew Scott, Seth Rodgers, Thomas Kreck",,5000000,2500000,Pre-Seed,11-10-2016,,,,,
NEUROSITY INC,Other Technology,neurosity.com,BROOKLYN,NY,11249,(929) 699-2228,2018,7,"Alexander Jay Castillo, Andrew Jay Keller",,4981188,4981188,Seed,28-06-2022,,,,,
NEUROSPHERE ENTERTAINMENT INC,Other,neurosphereentertainment.com,LOS ANGELES,CA,90048,(323) 840-9100,2023,2,"Igor Alice Medzhibovsky, Ina Alice Kopp",William Andrew Mundell,4000000,4000000,Pre-Seed,14-02-2023,,,,,
NEUROSTIM OAB INC,Other Health Care,neurostimoab.com,WALTHAM,MA,2453,(617) 475-6000,2016,9,Joseph G Hadzima,"Graham D Creasey, Hoo-min D Toong",1700000,1700000,Pre-Seed,28-03-2017,,,,,
NEUROSTRUCTURES INC,Other,neurostructures.com,IRVINE,CA,92618,(800) 352-6103,2013,12,"John Stephani, Moti Altarac",,,,,,,,,,
NEUROTECHNOLOGY INVESTORS II LLC,Other,,PALO ALTO,CA,94301,(408) 406-4236,2019,6,"Adnan Siddiqui, MD, Martin Dieck",,2479498,1000000,Pre-Seed,15-10-2019,,,,,
NEUROTECHNOLOGY INVESTORS LLC,Other,neurotechnologyinvestors.com,PALO ALTO,CA,94301,(408) 406-4236,2016,9,Martin Dieck,,26959560,1000000,Pre-Seed,11-10-2018,,,,,
NEUROTOPIA INC,Other Technology,neurotopia.com,ATASCADERO,CA,93422,(925) 457-6225,,,"Austin J. Miller, Leslie J. Sherlin, Stephen J. Russo","Alex J. Frick, Nick J. Tell, Robert J. Bray",4250000,4250000,Seed,22-04-2013,,,,,
NEUROTRACK TECHNOLOGIES INC,Other Health Care,,PALO ALTO,CA,94301,(404) 402-9863,2012,13,Elli Kaplan,"Cheryl Scott, Elli Kaplan, Michael Johns, Phil Wickham, Samir Kaul",32919187,21059988,Series B,23-05-2019,,,,,
NEUROTROPE INC,Biotechnology,,NEW YORK,NY,10017,(973) 242-0005,2013,12,"Dan Alkon, Robert Weinstein, Susanne Wilke","James Gottlieb, Joshua Silverman, Kenneth Gorelick, Shana Phares, William Singer",24505975,24505975,Series B,17-11-2016,,,,,
NEUROVANCE INC,Other Technology,neurovance.com,CAMBRIDGE,MA,2141,(617) 758-0300,2011,14,"Albert L. Sokol, Anthony A. McKinney, Brigitte T. Robertson, Franklin P. Bymaster, Greg A. Beloff, Gregg A. Beloff, Gregg T. Beloff, Jeffrey Bailey, Ross A. Reife, Timothy T. Hsu, Walter T. Piskorski, William T. Pappafotopoulos","Brigitte A. Smith, Brigitte P. Smith, Campbell A. Murray, Campbell P. Murray, Daniel A. Omstead, Daniel P. Omstead, Frank P. Gentile, Jeffrey L. Bailey, Joshua P. Funder, Paul A. Weiss, Paul P. Weiss, TImothy J. Barberich, Timothy J. Barberich",61000540,4000000,Pre-Seed,24-02-2016,,,,,
NEUROVASC TECHNOLOGIES INC,Other Health Care,neurovasctechnologies.com,LAGUNA HILLS,CA,92653,(603) 377-0949,2015,10,"JIANLU MA, JIANLU Ma, Jianlu Ma, Michael Losordo","DAVE FERRERA, Gang Lu, JEFF PETERS, James Han, Jeff Peters, LU GANG, WILLIAM DAI, William Dai",10060368,6360368,Seed,17-04-2018,,,,,
NEUROVISION IMAGING INC,Biotechnology,neurovisionimaging.com,Sacramento,CA,95833,(916) 798-3408,,,Steven Verdooner,"Eric Johannessen, James Thomas, Keith Black, Leonard Potter, Nick Stonnington",15595169,15595169,Series A,23-04-2018,,,,,
NEURUN INC,Other Technology,neurun.com,Beverly,MA,1915,(314) 651-7825,,,Cade Netscher,,1000000,1000000,Pre-Seed,20-06-2024,,,,,
NEURVANA MEDICAL LLC,Biotechnology,,TUSTIN,CA,92780,(949) 743-1158,2016,9,"Thomas G Fogarty, Thomas G. Fogarty","David Ferrera, Jeffrey G Goldberg, Jeffrey G. Goldberg, Kenneth G Baker, Kenneth G. Baker, Robert G Abrams, Robert G. Abrams",11000000,5500000,Seed,31-10-2016,,,,,
NEUSHIELD INC,Other Technology,neushield.com,FREMONT,CA,94539,(510) 270-8408,2017,8,"Fei Qi, Yuen Pin Yeap",Ying Szu Chang,1770000,1770000,Pre-Seed,08-08-2017,,,,,
NEUSPERA MEDICAL INC,Other Health Care,neusperamedical.com,SAN JOSE,CA,95134,(888) 846-8332,2013,12,"ALEXANDER K. YEH, Alexander M. Yeh, MILTON M. MORRIS, Milton M. Morris","ADAM M. FINE, ART M. TAYLOR, Adam M. Fine, Art M. Taylor, Ching M. Zhu, IMRAN M. EBA, Imran M. Eba, LORI M. HU, MUDIT K. JAIN",114463886,79575000,Series C,09-06-2021,2,0,100,130416,[' Senior Clinical Trial Manager']
NEUTRINO8 INC,Other,neutrino8.com,SANTA CLARA,CA,95054,(408) 675-1480,2018,7,"Andrew Hartland, Bojan Likar, Ihab Abu-Hakima","Glen Van Doorne, Glenn Van Doorne, Neal Bhadkamkar",15400000,5000000,Pre-Seed,09-05-2019,,,,,
NEUTROLIS INC,Biotechnology,neutrolis.com,CAMBRIDGE,MA,2142,(857) 930-3397,2017,8,"Abdul Hakkim Rahamathullah, Anthony Hakkim Aiudi, Toby Hakkim Fox","Anthony Hakkim Aiudi, Gerald Hakkim Chan, John Hakkim Sundy",51636190,10000000,Seed,20-06-2025,,,,,
NEUTRON HOLDINGS INC,Other Technology,neutronholdings.com,San Mateo,CA,94402,(510) 710-2684,2017,8,"David Richter, David Spielfogel, Joe Kraus, Li Fan, Lindsey Haswell, Weiyao Sun, Zhoujia Bao","Blake Byers, Dennis Cinelli, Jeff Jordan, Joe Kraus, Thomas Laffont",1004974567,170000000,Series D+,07-05-2020,92,4,95.83333333,130000,"['SOFTWARE ENGINEER', 'Operations & Business Intelligence Manager ', 'OPERATIONS MANAGER', 'OPERATIONS RESEARCH ANALYST - SUPPLY', 'MANAGER, MARKETING OPERATIONS']"
NEUTRON MINING LLC,Other Banking and Financial Services,,NEW YORK,NY,10279,(917) 288-5544,2018,7,"Iterative Capital Management, L.P.",,4200000,1200000,Pre-Seed,19-10-2018,,,,,
NEVADA CITY HOTEL FIRST MORTGAGE INVESTORS LP,Other,,SANTA BARBARA,CA,93101,(805) 966-1793,2016,9,"of Santa Barbara, Inc. Mortgage Co.",,3325000,3325000,Seed,25-04-2016,,,,,
NEVADOS ENGINEERING INC,Other,,SAN FRANCISCO,CA,94107,(916) 969-7375,,,Yezin Taha,"Alok Sindher, Chris Clevenger, Michael Lohnert, Rajan Kasetty",4000000,4000000,Seed,24-03-2021,,,,,
NEVER BEFORE HEARD SOUNDS INC,Other,neverbeforeheardsounds.com,BROOKLYN,NY,11206,(818) 681-3603,2020,5,,Yotam Mann,3000000,3000000,Pre-Seed,05-02-2020,,,,,
NEVER NEVER NEVER NEVER NEVER LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8564,2018,7,Scott Rudin,,,,,,,,,,
NEVERMORE NYC LTD LIABILITY CO,Other,,NEW YORK,NY,10023,(212) 666-7483,2014,11,"Jason E. Grossman, M Kilburg Reedy",,,,,,,,,,
NEVERWARE INC,Computers,neverware.com,NEW YORK,NY,10010,(516) 302-3223,2011,14,"Andrew Bauer, Jonathan Hefter","Michael Walden, Scott Samios",12914772,6337857,Seed,26-09-2017,,,,,
NEVOYA INC,Other,nevoya.com,COLTON,CA,92324,(951) 223-6699,2024,1,Sami Khan,"John Verdon, Tom Atwood",10000000,5000000,Seed,24-04-2025,,,,,
NEW AMBRI INC,Other Energy,,MARLBOROUGH,MA,1752,(617) 714-5723,2024,1,"Adam Briggs, David Bradwell, Stephen Keches","Daniel Leff, Duncan Bourgoin, Lewis Von Thaer, Marcelo Kim",7357067,7357067,Series A,01-08-2024,,,,,
NEW AMSTERDAM FOOTBALL CLUB PBC,Other,,NEW YORK,NY,10004,(917) 733-9830,2020,5,"Christopher Meatto, Daniel Gerken, Laurence Girard, Michael Hitchcock",,2500000,2500000,Pre-Seed,09-05-2020,,,,,
NEW APPRENTICESHIP INC,Other,newapprenticeship.com,SAN ANTONIO,TX,78205,(210) 806-7796,2020,5,Bradley J. Voeller,Joseph J. Watt,3148934,3148934,Seed,15-07-2021,,,,,
NEW BARN INC,Other,new-barn.com,MODESTO,CA,95356,(209) 402-2708,2017,8,Daniel Conrad,,15000000,15000000,Series B,31-12-2017,,,,,
NEW CAP FINANCIAL LLC,Investing,,QUINCY,MA,2169,(802) 436-4300,2014,11,,"Thatcher Fields, Thomas Reilly",3000000,3000000,Pre-Seed,22-04-2014,,,,,
NEW CATS BROADWAY LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 221-1122,2016,9,"James L. Nederlander, James M. Nederlander, Nick J Scandalios, Philip J. Smith, Robert E. Wankel",,11000000,11000000,Series A,09-05-2016,,,,,
NEW CENTURY FINANCIAL INC,Other Banking and Financial Services,new-century-financial.com,The Woodlands,TX,77380,(713) 840-1600,,,"Dibbon Rowe, Jimmy Enriquez, Nel Somarriba",Jaime Dermody,,,,,,,,,
NEW CLASS INC,Other,,NEW YORK,NY,10013,(201) 380-1189,2020,5,Brian Tobal,"Chris Palk, Joseph Connor",8219661,8219661,Series A,02-10-2020,,,,,
NEW COASTAL GROUP INC,Other Health Care,newcoastalgroup.com,COSTA MESA,CA,92626,(949) 339-5500,2018,7,Frederick M Bloom,,2000000,2000000,Pre-Seed,28-05-2018,,,,,
NEW CONTINUUM HOLDINGS CORP,Other,newcontinuum.com,WEST CHICAGO,IL,60185,(646) 872-7270,2013,12,Eli D. Scher,"Gary D. Chaffin, Gary D. Claar, Jean Marie D. Poster, Michael D. Resnick, Sanjay D. Harji, Tom D. Chaffin",7400000,2650000,Pre-Seed,03-01-2017,,,,,
NEW CULTURE INC,Other,newculture.com,SAN LEANDRO,CA,94577,(415) 343-2770,2019,6,Matthew Gibson,"David Delfassy, Inja Radman, Steve Sanger",28474889,26474889,Series B,01-11-2021,,,,,
NEW DIMENSIONS PRECISION MACHINING INC,Manufacturing,,UNION,IL,60180,(815) 923-8300,,,Nancy Halwix,,11000000,11000000,Series A,09-07-2015,,,,,
NEW DREAMS NY LIMITED PARTNERSHIP,Other,,NEW YORK,NY,10036,(212) 575-0828,2024,1,"Gavin Raymond Kalin, Hunter Raymond Arnold, James Raymond Lloyd, John Rogers, Michael William Harrison",,,,,,,,,,
NEW EDGE LABS INC,Other Technology,,MOUNTAIN VIEW,CA,94041,(202) 596-1974,2016,9,"David Eugene Goldschlag, Kevin Eugene Sapp II",,1201103,1201103,Pre-Seed,14-02-2017,,,,,
NEW ENERGY BLUE LLC,Other Energy,newenergyblue.com,AMHERST,MA,1002,(413) 531-6884,2015,10,"Stephan Rogers, Thomas Crole",,3000000,3000000,Pre-Seed,24-10-2018,,,,,
NEW ENERGY SYSTEMS INC,Other Energy,,NEW YORK,NY,10005,(929) 900-8003,2021,4,,Victor Meier,,,,,,,,,
NEW ENGEN INC,Other Technology,newengen.com,SEATTLE,WA,98121,(619) 850-3129,2016,9,"David Atchison, Justin Hayashi","Eric Carlborg, Gus Tai",10593780,8060407,Series A,17-05-2017,,,,,
NEW ENGLAND HYDROPOWER CO LLC,Other Energy,newenglandhydropower.com,BEVERLY,MA,1915,(978) 360-2547,,,Michael Kerr,"Guy Bradley, John Pizzagalli, Steven Cohen, Tonnie Eijt",1427619,1427619,Pre-Seed,16-12-2019,,,,,
NEW ENGLAND MEDWASTE MANAGEMENT LLC,Environmental Services,,MIDDLETON,MA,1949,(978) 729-8333,2018,7,"Matthew Nekoroski, Philip Caron",,1300000,1300000,Pre-Seed,23-07-2018,,,,,
NEW EQUILIBRIUM BIOSCIENCES INC,Biotechnology,,Cambridge,MA,2139,(201) 981-6633,2019,6,Virginia Burger,,9999995,9999995,Series A,18-03-2021,,,,,
NEW ERA ADR INC,Other Technology,neweraadr.com,CHICAGO,IL,60607,(773) 692-4471,2020,5,"Collin Williams, Richard Lee","Collin Williams, David Beisel, Richard Lee",8255494,6255494,Series A,09-02-2022,,,,,
NEW FAT ASS HOLDING CO LLC,Other,,Austin,TX,78704,(512) 789-5320,2023,2,Steven Johnson,,6000000,6000000,Seed,25-01-2024,,,,,
NEW FORM DIGITAL LLC,Other Technology,,SANTA MONICA,CA,90404,(310) 586-0033,2014,11,Craig Jacobson,"Craig Jacobson, Ed Wilson, Matthew Chun, Simon Pitts",30000000,18000000,Series B,08-12-2016,,,,,
NEW FRONTIER BIO INC,Other,newfrontierbio.com,BEVERLY,MA,1915,(617) 834-5809,2020,5,"Kevin Kong, Kevin P. Kong, Stephen Kennedy Smith, Stephen Smith","James Linton, James P. Linton, Kaiyuan P. Wang, Kaiyuan Wang, Serge P. Schoen, Serge Schoen, Vincent Mai, Vincent P. Mai",14000000,2000000,Pre-Seed,13-05-2024,,,,,
NEW FRONTIER FOODS INC,Other,newfrontierfoods.com,BURLINGAME,CA,94010,(888) 767-2035,2011,14,"Michael Shim, Robert Mock, Sarah Szczerbicki, Shin Rhee","Carl Lee, Don Davidson, Michael Buckley, Michael Shim, Michael Uytengsu, Robert Sharpe",28999883,15960922,Series B,10-02-2021,,,,,
NEW GROUNDS FOOD INC,Other,newgroundsfood.com,BOSTON,MA,2115,(818) 297-4959,2014,11,"Ali-Imran Kothari, John Fayad",,2500000,2500000,Seed,26-09-2017,,,,,
NEW GROUP HOLDINGS INC,Other Technology,,NEW YORK,NY,10011,(917) 725-2561,2014,11,"Alexander Alan Kendall, Alexander Kendall, Andrew Alan Deitchman, Andrew Deitchman, George Alan Bender, Lex Alan Kendall","Daivd B. Heller, David B. Heller, Peter McCoy, Steven Alan Sarracino",26997243,10044245,Series A,08-11-2019,,,,,
NEW HAMPSHIRE LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8564,2018,7,Scott Rudin,,4200000,4200000,Pre-Seed,13-12-2018,,,,,
NEW HEALTH SCIENCES INC,Biotechnology,,Lexington,MA,2421,(617) 945-5079,,,"Andrew B. Dunham, Eric B. Newman, Eric David Newman, Joseph B. Barrett, Joseph David Barrett, Lynn David Mallett, Martin A. Cannon, Robert B. Haime","David A. Herman, Guy A. Cogan, Michael David Testa, Richard A. Perle, Stephen A. Eckert",33000000,14500000,Seed,08-08-2019,,,,,
NEW HOPE PRODUCTIONS LLC,Other,newhopeproductions.com,NEW YORK,NY,10036,(212) 295-1600,2013,12,,Alexander Fraser,,,,,,,,,
NEW INSIGHT HOLDINGS INC,Other,newinsightholdings.com,PLANO,TX,75024,(203) 567-7383,2017,8,"Ashlin H. Quirk, Gary Laben, John Civantos, Kevin White, Sloane H. Googin","Gary H. Greenfield, J. Stephen Young, Michael H. Delaney, Neil H. White, Steven H. Leistner",14000000,14000000,Series A,19-01-2019,,,,,
NEW KOOSHAREM CORP,Other,,SANTA BARBARA,CA,93105,(805) 880-1909,2014,11,"Chris Stephen LeWand, Chris W. LeWand, David Stephen Sorensen, Paul A. Galleberg, Paul J. Sorensen, Paul Stephen Sorensen, Robert Stephen Olson, Shawn W. Poole, Thomas A. Bickes","Al Aguirre, Al Stephen Aguirre, Gary DiCamillo, Gary Stephen DiCamillo, Greg Stephen Netland, Gregory A. Netland, Stephen J. Giusto, Steve Stephen Giusto",220477989,216477989,Series D+,09-02-2015,,,,,
NEW LAB INVESTOR GROUP LLC,Other,,BROOKLYN,NY,11205,(718) 488-7005,2014,11,"Cameron Lawrence, Jarrod Scuglik, Shaun Stewart","David Belt, Faisal Masud, Rachna Bhasin, Sandiip Bhammer, Scott Cohen, Susan Schuman",34999980,7999980,Seed,07-12-2023,,,,,
NEW LEVEL WORK INC,Other,newlevelwork.com,SAN FRANCISCO,CA,94105,(415) 354-3794,,,Stephane Panier,"Don Joseph Armstrong, John Joseph Topping, Stefan Joseph Szanto",2850000,2850000,Pre-Seed,25-04-2025,,,,,
NEW LIFE SOLUTION INC,Other Technology,newlifesolution.com,BOSTON,MA,2115,(617) 531-1602,2011,14,"Janesse Thaw Bruce, Ned Thaw Rhinelander, Robin Thaw Streit, Tom A. Brennan, Tom Thaw Brennan, Tom Thaw Higgins","Brad A. Kimler, Brad J. Kimler, David A. Jones, Jr., David J. Jones, Eric Thaw Salzman, Eric Thaw Schrier, Gary J. Kurtzman, Gary Thaw Kurtzman, Laurie Thaw Coots, Peter A. Grua, Peter J. Grua, Peter Thaw Grua, Ted Thaw Dacko, Wendy J. Lynch, Wendy Thaw Lynch, Wright Thaw Steenrod",40838492,1500000,Pre-Seed,09-04-2024,,,,,
